01/07/2020,  1393.34, 1511693,  1397.94,  1402.99,  1390.38
01/06/2020,  1394.21, 1733149,  1350,  1396.5,  1350
01/03/2020,  1360.66, 1187006,  1347.86,  1372.5,  1345.5436
01/02/2020,  1367.37, 1406731,  1341.55,  1368.14,  1341.55
12/31/2019,  1337.02, 962468,  1330.11,  1338,  1329.085
12/30/2019,  1336.14, 1051323,  1350,  1353,  1334.02
12/27/2019,  1351.89, 1038718,  1362.99,  1364.53,  1349.31
12/26/2019,  1360.4, 667754,  1346.17,  1361.3269,  1344.47
12/24/2019,  1343.56, 347518,  1348.5,  1350.26,  1342.78
12/23/2019,  1348.84, 883200,  1355.87,  1359.7999,  1346.51
12/20/2019,  1349.59, 3316905,  1363.35,  1363.64,  1349
12/19/2019,  1356.04, 1470112,  1351.82,  1358.1,  1348.985
12/18/2019,  1352.62, 1657069,  1356.6,  1360.47,  1351
12/17/2019,  1355.12, 1855259,  1362.89,  1365,  1351.3231
12/16/2019,  1361.17, 1397451,  1356.5,  1364.68,  1352.67
12/13/2019,  1347.83, 1550028,  1347.95,  1353.0931,  1343.87
12/12/2019,  1350.27, 1281722,  1345.94,  1355.775,  1340.5
12/11/2019,  1345.02, 850796,  1350.84,  1351.2,  1342.67
12/10/2019,  1344.66, 1094653,  1341.5,  1349.975,  1336.04
12/09/2019,  1343.56, 1355795,  1338.04,  1359.45,  1337.84
12/06/2019,  1340.62, 1315510,  1333.44,  1344,  1333.44
12/05/2019,  1328.13, 1212818,  1328,  1329.3579,  1316.44
12/04/2019,  1320.54, 1538110,  1307.01,  1325.8,  1304.87
12/03/2019,  1295.28, 1268647,  1279.57,  1298.461,  1279
12/02/2019,  1289.92, 1511851,  1301,  1305.83,  1281
11/29/2019,  1304.96, 586981,  1307.12,  1310.205,  1303.97
11/27/2019,  1312.99, 996329,  1315,  1318.36,  1309.63
11/26/2019,  1313.55, 1069795,  1309.86,  1314.8,  1305.09
11/25/2019,  1306.69, 1036487,  1299.18,  1311.31,  1298.13
11/22/2019,  1295.34, 1386506,  1305.62,  1308.73,  1291.41
11/21/2019,  1301.35, 995499,  1301.48,  1312.59,  1293
11/20/2019,  1303.05, 1309835,  1311.74,  1315,  1291.15
11/19/2019,  1315.46, 1269372,  1327.7,  1327.7,  1312.8
11/18/2019,  1320.7, 1488083,  1332.22,  1335.5288,  1317.5
11/15/2019,  1334.87, 1782955,  1318.94,  1334.88,  1314.2796
11/14/2019,  1311.46, 1194305,  1297.5,  1317,  1295.65
11/13/2019,  1298, 853861,  1294.07,  1304.3,  1293.51
11/12/2019,  1298.8, 1085859,  1300,  1310,  1295.77
11/11/2019,  1299.19, 1012429,  1303.18,  1306.425,  1297.41
11/08/2019,  1311.37, 1251916,  1305.28,  1318,  1304.365
11/07/2019,  1308.86, 2029970,  1294.28,  1323.74,  1294.245
11/06/2019,  1291.8, 1152977,  1289.46,  1293.73,  1282.5
11/05/2019,  1292.03, 1282711,  1292.89,  1298.93,  1291.2289
11/04/2019,  1291.37, 1500964,  1276.45,  1294.13,  1276.355
11/01/2019,  1273.74, 1670072,  1265,  1274.62,  1260.5
10/31/2019,  1260.11, 1455651,  1261.28,  1267.67,  1250.8428
10/30/2019,  1261.29, 1408851,  1252.97,  1269.36,  1252
10/29/2019,  1262.62, 1886380,  1276.23,  1281.59,  1257.2119
10/28/2019,  1290, 2613237,  1275.45,  1299.31,  1272.54
10/25/2019,  1265.13, 1213051,  1251.03,  1269.6,  1250.01
10/24/2019,  1260.99, 1039868,  1260.9,  1264,  1253.715
10/23/2019,  1259.13, 928595,  1242.36,  1259.89,  1242.36
10/22/2019,  1242.8, 1047851,  1247.85,  1250.6,  1241.38
10/21/2019,  1246.15, 1038042,  1252.26,  1254.6287,  1240.6
10/18/2019,  1245.49, 1352839,  1253.46,  1258.89,  1241.08
10/17/2019,  1253.07, 980510,  1250.93,  1263.325,  1249.94
10/16/2019,  1243.64, 1168174,  1241.17,  1254.74,  1238.45
10/15/2019,  1243.01, 1395259,  1220.4,  1247.33,  1220.4
10/14/2019,  1217.14, 882039,  1212.34,  1226.33,  1211.76
10/11/2019,  1215.45, 1277144,  1222.21,  1228.39,  1213.74
10/10/2019,  1208.67, 932531,  1198.58,  1215,  1197.34
10/09/2019,  1202.31, 876632,  1199.35,  1208.35,  1197.63
10/08/2019,  1189.13, 1141784,  1197.59,  1206.08,  1189.01
10/07/2019,  1207.68, 867149,  1204.4,  1218.2036,  1203.75
10/04/2019,  1209, 1183264,  1191.89,  1211.44,  1189.17
10/03/2019,  1187.83, 1663656,  1180,  1189.06,  1162.43
10/02/2019,  1176.63, 1639237,  1196.98,  1196.99,  1171.29
10/01/2019,  1205.1, 1358279,  1219,  1231.23,  1203.58
09/30/2019,  1219, 1419676,  1220.97,  1226,  1212.3
09/27/2019,  1225.09, 1354432,  1243.01,  1244.02,  1214.45
09/26/2019,  1241.39, 1561882,  1241.96,  1245,  1232.268
09/25/2019,  1246.52, 1593875,  1215.82,  1248.3,  1210.09
09/24/2019,  1218.76, 1591786,  1240,  1246.74,  1210.68
09/23/2019,  1234.03, 1075253,  1226,  1239.09,  1224.17
09/20/2019,  1229.93, 2337269,  1233.12,  1243.32,  1223.08
09/19/2019,  1238.71, 1000155,  1232.06,  1244.44,  1232.02
09/18/2019,  1232.41, 1144333,  1227.51,  1235.61,  1216.53
09/17/2019,  1229.15, 958112,  1230.4,  1235,  1223.69
09/16/2019,  1231.3, 1053299,  1229.52,  1239.56,  1225.61
09/13/2019,  1239.56, 1301350,  1231.35,  1240.88,  1227.01
09/12/2019,  1234.25, 1725908,  1224.3,  1241.86,  1223.02
09/11/2019,  1220.17, 1307033,  1203.41,  1222.6,  1202.2
09/10/2019,  1206, 1260115,  1195.15,  1210,  1194.58
09/09/2019,  1204.41, 1471880,  1204,  1220,  1192.62
09/06/2019,  1204.93, 1072143,  1208.13,  1212.015,  1202.5222
09/05/2019,  1211.38, 1408601,  1191.53,  1213.04,  1191.53
09/04/2019,  1181.41, 1068968,  1176.71,  1183.48,  1171
09/03/2019,  1168.39, 1480420,  1177.03,  1186.89,  1163.2
08/30/2019,  1188.1, 1129959,  1198.5,  1198.5,  1183.8026
08/29/2019,  1192.85, 1088858,  1181.12,  1196.06,  1181.12
08/28/2019,  1171.02, 802243,  1161.71,  1176.4199,  1157.3
08/27/2019,  1167.84, 1077452,  1180.53,  1182.4,  1161.45
08/26/2019,  1168.89, 1226441,  1157.26,  1169.47,  1152.96
08/23/2019,  1151.29, 1688271,  1181.99,  1194.08,  1147.75
08/22/2019,  1189.53, 947906,  1194.07,  1198.0115,  1178.58
08/21/2019,  1191.25, 741053,  1193.15,  1199,  1187.43
08/20/2019,  1182.69, 915605,  1195.25,  1196.06,  1182.11
08/19/2019,  1198.45, 1232517,  1190.09,  1206.99,  1190.09
08/16/2019,  1177.6, 1349436,  1179.55,  1182.72,  1171.81
08/15/2019,  1167.26, 1224739,  1163.5,  1175.84,  1162.11
08/14/2019,  1164.29, 1578668,  1176.31,  1182.3,  1160.54
08/13/2019,  1197.27, 1318009,  1171.46,  1204.78,  1171.46
08/12/2019,  1174.71, 1003187,  1179.21,  1184.96,  1167.6723
08/09/2019,  1188.01, 1065658,  1197.99,  1203.88,  1183.603
08/08/2019,  1204.8, 1467997,  1182.83,  1205.01,  1173.02
08/07/2019,  1173.99, 1444324,  1156,  1178.4451,  1149.6239
08/06/2019,  1169.95, 1709374,  1163.31,  1179.96,  1160
08/05/2019,  1152.32, 2597455,  1170.04,  1175.24,  1140.14
08/02/2019,  1193.99, 1645067,  1200.74,  1206.9,  1188.94
08/01/2019,  1209.01, 1698510,  1214.03,  1234.11,  1205.72
07/31/2019,  1216.68, 1725454,  1223,  1234,  1207.7635
07/30/2019,  1225.14, 1453263,  1225.41,  1234.87,  1223.3
07/29/2019,  1239.41, 2223731,  1241.05,  1247.37,  1228.23
07/26/2019,  1250.41, 4805752,  1224.04,  1265.5499,  1224
07/25/2019,  1132.12, 2209823,  1137.82,  1141.7,  1120.92
07/24/2019,  1137.81, 1590101,  1131.9,  1144,  1126.99
07/23/2019,  1146.21, 1093688,  1144,  1146.9,  1131.8
07/22/2019,  1138.07, 1301846,  1133.45,  1139.25,  1124.24
07/19/2019,  1130.1, 1647245,  1148.19,  1151.14,  1129.62
07/18/2019,  1146.33, 1291281,  1141.74,  1147.605,  1132.73
07/17/2019,  1146.35, 1170047,  1150.97,  1158.36,  1145.77
07/16/2019,  1153.58, 1238807,  1146,  1158.58,  1145
07/15/2019,  1150.34, 903780,  1146.86,  1150.82,  1139.4
07/12/2019,  1144.9, 863973,  1143.99,  1147.34,  1138.78
07/11/2019,  1144.21, 1195569,  1143.25,  1153.07,  1139.58
07/10/2019,  1140.48, 1209466,  1131.22,  1142.05,  1130.97
07/09/2019,  1124.83, 1330370,  1111.8,  1128.025,  1107.17
07/08/2019,  1116.35, 1236419,  1125.17,  1125.98,  1111.21
07/05/2019,  1131.59, 1264540,  1117.8,  1132.88,  1116.14
07/03/2019,  1121.58, 767011,  1117.41,  1126.76,  1113.86
07/02/2019,  1111.25, 991755,  1102.24,  1111.77,  1098.17
07/01/2019,  1097.95, 1438504,  1098,  1107.58,  1093.703
06/28/2019,  1080.91, 1693450,  1076.39,  1081,  1073.37
06/27/2019,  1076.01, 1004477,  1084,  1087.1,  1075.29
06/26/2019,  1079.8, 1810869,  1086.5,  1092.97,  1072.24
06/25/2019,  1086.35, 1546913,  1112.66,  1114.35,  1083.8
06/24/2019,  1115.52, 1395696,  1119.61,  1122,  1111.01
06/21/2019,  1121.88, 1947591,  1109.24,  1124.11,  1108.08
06/20/2019,  1111.42, 1262011,  1119.99,  1120.12,  1104.74
06/19/2019,  1102.33, 1339218,  1105.6,  1107,  1093.48
06/18/2019,  1103.6, 1386684,  1109.69,  1116.39,  1098.99
06/17/2019,  1092.5, 941602,  1086.28,  1099.18,  1086.28
06/14/2019,  1085.35, 1111643,  1086.42,  1092.69,  1080.1721
06/13/2019,  1088.77, 1058000,  1083.64,  1094.17,  1080.15
06/12/2019,  1077.03, 1061255,  1078,  1080.93,  1067.54
06/11/2019,  1078.72, 1437063,  1093.98,  1101.99,  1077.6025
06/10/2019,  1080.38, 1464248,  1072.98,  1092.66,  1072.3216
06/07/2019,  1066.04, 1802370,  1050.63,  1070.92,  1048.4
06/06/2019,  1044.34, 1703244,  1044.99,  1047.49,  1033.7
06/05/2019,  1042.22, 2168439,  1051.54,  1053.55,  1030.49
06/04/2019,  1053.05, 2833483,  1042.9,  1056.05,  1033.69
06/03/2019,  1036.23, 5130576,  1065.5,  1065.5,  1025
05/31/2019,  1103.63, 1508203,  1101.29,  1109.6,  1100.18
05/30/2019,  1117.95, 951873,  1115.54,  1123.13,  1112.12
05/29/2019,  1116.46, 1538212,  1127.52,  1129.1,  1108.2201
05/28/2019,  1134.15, 1365166,  1134,  1151.5871,  1133.12
05/24/2019,  1133.47, 1112341,  1147.36,  1149.765,  1131.66
05/23/2019,  1140.77, 1199300,  1140.5,  1145.9725,  1129.224
05/22/2019,  1151.42, 914839,  1146.75,  1158.52,  1145.89
05/21/2019,  1149.63, 1160158,  1148.49,  1152.7077,  1137.94
05/20/2019,  1138.85, 1353292,  1144.5,  1146.7967,  1131.4425
05/17/2019,  1162.3, 1208623,  1168.47,  1180.15,  1160.01
05/16/2019,  1178.98, 1531404,  1164.51,  1188.16,  1162.84
05/15/2019,  1164.21, 2289302,  1117.87,  1171.33,  1116.6657
05/14/2019,  1120.44, 1836604,  1137.21,  1140.42,  1119.55
05/13/2019,  1132.03, 1860648,  1141.96,  1147.94,  1122.11
05/10/2019,  1164.27, 1314546,  1163.59,  1172.6,  1142.5
05/09/2019,  1162.38, 1185973,  1159.03,  1169.66,  1150.85
05/08/2019,  1166.27, 1309514,  1172.01,  1180.4243,  1165.74
05/07/2019,  1174.1, 1551368,  1180.47,  1190.44,  1161.04
05/06/2019,  1189.39, 1563943,  1166.26,  1190.85,  1166.26
05/03/2019,  1185.4, 1980653,  1173.65,  1186.8,  1169
05/02/2019,  1162.61, 1944817,  1167.76,  1174.1895,  1155.0018
05/01/2019,  1168.08, 2642983,  1188.05,  1188.05,  1167.18
04/30/2019,  1188.48, 6194691,  1185,  1192.81,  1175
04/29/2019,  1287.58, 2412788,  1274,  1289.27,  1266.2949
04/26/2019,  1272.18, 1228276,  1269,  1273.07,  1260.32
04/25/2019,  1263.45, 1099614,  1264.77,  1267.4083,  1252.03
04/24/2019,  1256, 1015006,  1264.12,  1268.01,  1255
04/23/2019,  1264.55, 1271195,  1250.69,  1269,  1246.38
04/22/2019,  1248.84, 806577,  1235.99,  1249.09,  1228.31
04/18/2019,  1236.37, 1315676,  1239.18,  1242,  1234.61
04/17/2019,  1236.34, 1211866,  1233,  1240.56,  1227.82
04/16/2019,  1227.13, 855258,  1225,  1230.82,  1220.12
04/15/2019,  1221.1, 1187353,  1218,  1224.2,  1209.1101
04/12/2019,  1217.87, 926799,  1210,  1218.35,  1208.11
04/11/2019,  1204.62, 709417,  1203.96,  1207.96,  1200.13
04/10/2019,  1202.16, 724524,  1200.68,  1203.785,  1196.435
04/09/2019,  1197.25, 865416,  1196,  1202.29,  1193.08
04/08/2019,  1203.84, 859969,  1207.89,  1208.69,  1199.86
04/05/2019,  1207.15, 900950,  1214.99,  1216.22,  1205.03
04/04/2019,  1215, 949962,  1205.94,  1215.67,  1204.13
04/03/2019,  1205.92, 1014195,  1207.48,  1216.3,  1200.5
04/02/2019,  1200.49, 800820,  1195.32,  1201.35,  1185.71
04/01/2019,  1194.43, 1188235,  1184.1,  1196.66,  1182
03/29/2019,  1173.31, 1269573,  1174.9,  1178.99,  1162.88
03/28/2019,  1168.49, 966843,  1171.54,  1171.565,  1159.4312
03/27/2019,  1173.02, 1362217,  1185.5,  1187.559,  1159.37
03/26/2019,  1184.62, 1894639,  1198.53,  1202.83,  1176.72
03/25/2019,  1193, 1493841,  1196.93,  1206.3975,  1187.04
03/22/2019,  1205.5, 1668910,  1226.32,  1230,  1202.825
03/21/2019,  1231.54, 1195899,  1216,  1231.79,  1213.15
03/20/2019,  1223.97, 2089367,  1197.35,  1227.14,  1196.17
03/19/2019,  1198.85, 1404863,  1188.81,  1200,  1185.87
03/18/2019,  1184.26, 1212506,  1183.3,  1190,  1177.4211
03/15/2019,  1184.46, 2457597,  1193.38,  1196.57,  1182.61
03/14/2019,  1185.55, 1150950,  1194.51,  1197.88,  1184.48
03/13/2019,  1193.32, 1434816,  1200.645,  1200.93,  1191.94
03/12/2019,  1193.2, 2012306,  1178.26,  1200,  1178.26
03/11/2019,  1175.76, 1569332,  1144.45,  1176.19,  1144.45
03/08/2019,  1142.32, 1212271,  1126.73,  1147.08,  1123.3
03/07/2019,  1143.3, 1166076,  1155.72,  1156.755,  1134.91
03/06/2019,  1157.86, 1094100,  1162.49,  1167.5658,  1155.49
03/05/2019,  1162.03, 1422357,  1150.06,  1169.61,  1146.195
03/04/2019,  1147.8, 1444774,  1146.99,  1158.2804,  1130.69
03/01/2019,  1140.99, 1447454,  1124.9,  1142.97,  1124.75
02/28/2019,  1119.92, 1541068,  1111.3,  1127.65,  1111.01
02/27/2019,  1116.05, 968362,  1106.95,  1117.98,  1101
02/26/2019,  1115.13, 1469761,  1105.75,  1119.51,  1099.92
02/25/2019,  1109.4, 1395281,  1116,  1118.54,  1107.27
02/22/2019,  1110.37, 1048361,  1100.9,  1111.24,  1095.6
02/21/2019,  1096.97, 1414744,  1110.84,  1111.94,  1092.52
02/20/2019,  1113.8, 1080144,  1119.99,  1123.41,  1105.28
02/19/2019,  1118.56, 1046315,  1110,  1121.89,  1110
02/15/2019,  1113.65, 1442461,  1130.08,  1131.67,  1110.65
02/14/2019,  1121.67, 941678,  1118.05,  1128.23,  1110.445
02/13/2019,  1120.16, 1048630,  1124.99,  1134.73,  1118.5
02/12/2019,  1121.37, 1608658,  1106.8,  1125.295,  1105.85
02/11/2019,  1095.01, 1063825,  1096.95,  1105.945,  1092.86
02/08/2019,  1095.06, 1072031,  1087,  1098.91,  1086.55
02/07/2019,  1098.71, 2040615,  1104.16,  1104.84,  1086
02/06/2019,  1115.23, 2101674,  1139.57,  1147,  1112.77
02/05/2019,  1145.99, 3529974,  1124.84,  1146.85,  1117.248
02/04/2019,  1132.8, 2518184,  1112.66,  1132.8,  1109.02
02/01/2019,  1110.75, 1455609,  1112.4,  1125,  1104.89
01/31/2019,  1116.37, 1531463,  1103,  1117.33,  1095.41
01/30/2019,  1089.06, 1241760,  1068.43,  1091,  1066.85
01/29/2019,  1060.62, 1006731,  1072.68,  1075.15,  1055.8647
01/28/2019,  1070.08, 1277745,  1080.11,  1083,  1063.8
01/25/2019,  1090.99, 1114785,  1085,  1094,  1081.82
01/24/2019,  1073.9, 1317718,  1076.48,  1079.475,  1060.7
01/23/2019,  1075.57, 956526,  1077.35,  1084.93,  1059.75
01/22/2019,  1070.52, 1607398,  1088,  1091.51,  1063.47
01/18/2019,  1098.26, 1933754,  1100,  1108.352,  1090.9
01/17/2019,  1089.9, 1223674,  1079.47,  1091.8,  1073.5
01/16/2019,  1080.97, 1320530,  1080,  1092.375,  1079.34
01/15/2019,  1077.15, 1452238,  1050.17,  1080.05,  1047.34
01/14/2019,  1044.69, 1127417,  1046.92,  1051.53,  1041.255
01/11/2019,  1057.19, 1512651,  1063.18,  1063.775,  1048.48
01/10/2019,  1070.33, 1444976,  1067.66,  1071.15,  1057.71
01/09/2019,  1074.66, 1198369,  1081.65,  1082.63,  1066.4
01/08/2019,  1076.28, 1748371,  1076.11,  1084.56,  1060.53
01/07/2019,  1068.39, 1978077,  1071.5,  1073.9999,  1054.76
01/04/2019,  1070.71, 2080144,  1032.59,  1070.84,  1027.4179
01/03/2019,  1016.06, 1829379,  1041,  1056.98,  1014.07
01/02/2019,  1045.85, 1516681,  1016.57,  1052.32,  1015.71
12/31/2018,  1035.61, 1492541,  1050.96,  1052.7,  1023.59
12/28/2018,  1037.08, 1399218,  1049.62,  1055.56,  1033.1
12/27/2018,  1043.88, 2102069,  1017.15,  1043.89,  997
12/26/2018,  1039.46, 2337212,  989.01,  1040,  983
12/24/2018,  976.22, 1590328,  973.9,  1003.54,  970.11
12/21/2018,  979.54, 4560424,  1015.3,  1024.02,  973.69
12/20/2018,  1009.41, 2659047,  1018.13,  1034.22,  996.36
12/19/2018,  1023.01, 2419322,  1033.99,  1062,  1008.05
12/18/2018,  1028.71, 2101854,  1026.09,  1049.48,  1021.44
12/17/2018,  1016.53, 2337631,  1037.51,  1053.15,  1007.9
12/14/2018,  1042.1, 1685802,  1049.98,  1062.6,  1040.79
12/13/2018,  1061.9, 1329198,  1068.07,  1079.7597,  1053.93
12/12/2018,  1063.68, 1523276,  1068,  1081.65,  1062.79
12/11/2018,  1051.75, 1354751,  1056.49,  1060.6,  1039.84
12/10/2018,  1039.55, 1793465,  1035.05,  1048.45,  1023.29
12/07/2018,  1036.58, 2098526,  1060.01,  1075.26,  1028.5
12/06/2018,  1068.73, 2758098,  1034.26,  1071.2,  1030.7701
12/04/2018,  1050.82, 2278200,  1103.12,  1104.42,  1049.98
12/03/2018,  1106.43, 1900355,  1123.14,  1124.65,  1103.6645
11/30/2018,  1094.43, 2554416,  1089.07,  1095.57,  1077.88
11/29/2018,  1088.3, 1403540,  1076.08,  1094.245,  1076
11/28/2018,  1086.23, 2399374,  1048.76,  1086.84,  1035.76
11/27/2018,  1044.41, 1801334,  1041,  1057.58,  1038.49
11/26/2018,  1048.62, 1846430,  1038.35,  1049.31,  1033.91
11/23/2018,  1023.88, 691462,  1030,  1037.59,  1022.3992
11/21/2018,  1037.61, 1531676,  1036.76,  1048.56,  1033.47
11/20/2018,  1025.76, 2447254,  1000,  1031.74,  996.02
11/19/2018,  1020, 1837207,  1057.2,  1060.79,  1016.2601
11/16/2018,  1061.49, 1641232,  1059.41,  1067,  1048.98
11/15/2018,  1064.71, 1819132,  1044.71,  1071.85,  1031.78
11/14/2018,  1043.66, 1561656,  1050,  1054.5643,  1031
11/13/2018,  1036.05, 1496534,  1043.29,  1056.605,  1031.15
11/12/2018,  1038.63, 1429319,  1061.39,  1062.12,  1031
11/09/2018,  1066.15, 1343154,  1073.99,  1075.56,  1053.11
11/08/2018,  1082.4, 1463022,  1091.38,  1093.27,  1072.2048
11/07/2018,  1093.39, 2057155,  1069,  1095.46,  1065.9
11/06/2018,  1055.81, 1225197,  1039.48,  1064.345,  1038.07
11/05/2018,  1040.09, 2436742,  1055,  1058.47,  1021.24
11/02/2018,  1057.79, 1829295,  1073.73,  1082.975,  1054.61
11/01/2018,  1070, 1456222,  1075.8,  1083.975,  1062.46
10/31/2018,  1076.77, 2528584,  1059.81,  1091.94,  1057
10/30/2018,  1036.21, 3209126,  1008.46,  1037.49,  1000.75
10/29/2018,  1020.08, 3873644,  1082.47,  1097.04,  995.83
10/26/2018,  1071.47, 4185201,  1037.03,  1106.53,  1034.09
10/25/2018,  1095.57, 2511884,  1071.79,  1110.98,  1069.55
10/24/2018,  1050.71, 1910060,  1104.25,  1106.12,  1048.74
10/23/2018,  1103.69, 1847798,  1080.89,  1107.89,  1070
10/22/2018,  1101.16, 1494285,  1103.06,  1112.23,  1091
10/19/2018,  1096.46, 1264605,  1093.37,  1110.36,  1087.75
10/18/2018,  1087.97, 2056606,  1121.84,  1121.84,  1077.09
10/17/2018,  1115.69, 1397613,  1126.46,  1128.99,  1102.19
10/16/2018,  1121.28, 1845491,  1104.59,  1124.22,  1102.5
10/15/2018,  1092.25, 1343231,  1108.91,  1113.4464,  1089
10/12/2018,  1110.08, 2029872,  1108,  1115,  1086.402
10/11/2018,  1079.32, 2939514,  1072.94,  1106.4,  1068.27
10/10/2018,  1081.22, 2574985,  1131.08,  1132.17,  1081.13
10/09/2018,  1138.82, 1308706,  1146.15,  1154.35,  1137.572
10/08/2018,  1148.97, 1877142,  1150.11,  1168,  1127.3636
10/05/2018,  1157.35, 1184245,  1167.5,  1173.4999,  1145.12
10/04/2018,  1168.19, 2151762,  1195.33,  1197.51,  1155.576
10/03/2018,  1202.95, 1207280,  1205,  1206.41,  1193.83
10/02/2018,  1200.11, 1655602,  1190.96,  1209.96,  1186.63
10/01/2018,  1195.31, 1345250,  1199.89,  1209.9,  1190.3
09/28/2018,  1193.47, 1306822,  1191.87,  1195.41,  1184.5
09/27/2018,  1194.64, 1244278,  1186.73,  1202.1,  1183.63
